,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.3(3).0,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,เงินเดือน,,,,,2022,"56,878,100",False,
1,2022.3.3(3).1,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,,,,,2022,"2,859,500",False,
2,2022.3.3(3).2,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,ค่าจ้างชั่วคราว,,,,,,2022,"1,059,700",False,
3,2022.3.3(3).3,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,ค่าตอบแทนพนักงานราชการ,,,,,,2022,"12,674,700",False,
4,2022.3.3(3).4,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้าน,2022,"462,000",False,
5,2022.3.3(3).5,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินประจำตำแหน่งประเภทผู้บริหารมีวาระ,2022,"4,077,600",False,
6,2022.3.3(3).6,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนรายเดือนตำแหน่งประเภทผู้บริหารที่มีวาระ,2022,"3,876,000",False,
7,2022.3.3(3).7,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินประจำตำแหน่งประเภทผู้บริหารที่ไม่มีวาระ,2022,"537,600",False,
8,2022.3.3(3).8,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนรายเดือนตำแหน่งประเภทผู้บริหารที่ไม่มีวาระ,2022,"537,600",False,
9,2022.3.3(3).9,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษเพื่อการสู้รบ,2022,"21,400",False,
10,2022.3.3(3).10,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษเงินเดือนเต็มขัน ๘ ะ,2022,"20,200",False,
11,2022.3.3(3).11,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสมทบกองทุนประกันสังคม,2022,"425,300",False,
12,2022.3.3(3).12,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสมทบกองทุนเงินทดแทน,2022,"21,700",False,
13,2022.3.3(3).13,2022.3.3(3),8,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานบุคลากรภาครัฐ,,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าจ้างพนักงานมหาวิทยาลัย,,,,,2022,"248,941,200",False,
14,2022.3.3(3).14,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์คอมพิวเตอร์,,,ครุภัณฑ์คอมพิวเตอร์ที่มีราคาต่อหน่วยต่ำกว่า 1 ล้านบาท รวม 3 รายการ (รวม 100 หน่วย),2022,"4,210,000",False,
15,2022.3.3(3).15,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์การศึกษา,,,ครุภัณฑ์การศึกษาที่มีราคาต่อหน่วยต่ำกว่า 1 ล้านบาท รวม 9 รายการ (รวม 104 หน่วย),2022,"3,162,000",False,
16,2022.3.3(3).16,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าที่ดินและสิ่งก่อสร้าง,ค่าก่อสร้างอาคารที่พักอาศัยและสิ่งก่อสร้างประกอบ,,,อาคารหอพักนักศึกษา ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 หลัง,2020,"20,253,200",True,
17,2022.3.3(3).17,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าที่ดินและสิ่งก่อสร้าง,ค่าก่อสร้างอาคารที่พักอาศัยและสิ่งก่อสร้างประกอบ,,,อาคารหอพักนักศึกษา ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 หลัง,2021,"10,634,800",True,
18,2022.3.3(3).18,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าที่ดินและสิ่งก่อสร้าง,ค่าก่อสร้างอาคารที่พักอาศัยและสิ่งก่อสร้างประกอบ,,,อาคารหอพักนักศึกษา ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 หลัง,2022,"25,820,900",True,
19,2022.3.3(3).19,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าที่ดินและสิ่งก่อสร้าง,ค่าก่อสร้างอาคารที่พักอาศัยและสิ่งก่อสร้างประกอบ,,,อาคารหอพักนักศึกษา ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 หลัง,2023,"62,091,100",True,
20,2022.3.3(3).20,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าที่ดินและสิ่งก่อสร้าง,ค่าปรับปรุงสิ่งก่อสร้างอื่น,,,ปรับปรุงสระเกาะลอย สระสนานใจ และบริเวณโดยรอบ ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 รายการ,2022,"15,000,000",False,
21,2022.3.3(3).21,2022.3.3(3),10,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านสังคมศาสตร์,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน เ ๆ ข,,,,,2022,"8,688,700",False,
22,2022.3.3(3).22,2022.3.3(3),12,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์คอมพิวเตอร์,,,ครุภัณฑ์คอมพิวเตอร์ที่มีราคาต่อหน่วยต่ำกว่า 6 ส่d 1 ล้านบาท รวม 13 รายการ (รวม 756 หน่วย),2022,"7,025,000",False,
23,2022.3.3(3).23,2022.3.3(3),12,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์โฆษณาและเผยแพร่,,,ครุภัณฑ์โฆษณาและเผยแพร่ที่มีราคาต่อหน่วยต่ำกว่า 1 ล้านบาท รวม 3 รายการ (รวม 9 หน่วย),2022,"185,000",False,
24,2022.3.3(3).24,2022.3.3(3),12,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์การศึกษา,,,ครุภัณฑ์การศึกษาที่มีราคาต่อหน่วยต่ำกว่า 1 ล้านบาท รวม 97 รายการ (รวม 257 หน่วย),2022,"32,097,000",False,
25,2022.3.3(3).25,2022.3.3(3),12,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์การศึกษา,,,เครื่องแยกสารและทำให้บริสุทธิ์ (Pure Chromatography) ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 เครื่อง,2022,"2,100,000",False,
26,2022.3.3(3).26,2022.3.3(3),12,กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม (3),มหาวิทยาลัยราชภัฏสงขลา,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,ผู้สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,,งบลงทุน,ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,ค่าครุภัณฑ์,ครุภัณฑ์การศึกษา,,,ชุดวิเคราะห์สารด้วยรังสีอินฟราเรดพร้อมกล้องไมโครสโคป ตำบลเขารูปช้าง อำเภอเมืองสงขลา จังหวัดสงขลา 1 ชุด,2022,"3,800,000",False,
