,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.10.0,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,,,,,เงินเดือน,2022,"3,652,217,000",False,
1,2022.3.10.1,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,,,,,ค่าจ้างประจำ,2022,"178,952,300",False,
2,2022.3.10.2,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,,,,,,ค่าจ้างชั่วคราว,2022,"2,358,600",False,
3,2022.3.10.3,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,,,,,,ค่าตอบแทนพนักงานราชการ,2022,"4,452,205,500",False,
4,2022.3.10.4,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้าน,2022,"117,227,700",False,
5,2022.3.10.5,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนพิเศษของข้าราชการผู้ได้รับเงินเดือนถึงขั้นสูงของอันดับ,2022,"4,559,200",False,
6,2022.3.10.6,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนพิเศษของลูกจ้างประจำผู้ได้รับค่าจ้างขั้นสูงของตำแหน่ง,2022,"775,100",False,
7,2022.3.10.7,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินพิเศษที่จ่ายให้แก่ลูกจ้างของสำนักราชการในต่างประเทศ ตามประเพณีท้องถิ่น,2022,"318,900",False,
8,2022.3.10.8,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนพิเศษรายเดือนสำหรับผู้ปฏิบัติงานในเขตพื้นที่พิเศษ,2022,"46,722,000",False,
9,2022.3.10.9,2022.3.10,22,กระทรวงศึกษาธิการ,สำนักงานปลัดกระทรวงศึกษาธิการ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินพัฒนาคุณภาพการศึกษาในพื้นที่จังหวัดชายแดนภาคใต้ าจังหว,2022,"26,772,000",False,
