,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.4.0,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,เงินเดือน,,,,,2022,"489,303,800",False,
1,2022.3.4.1,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,,,,,2022,"36,951,000",False,
2,2022.3.4.2,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,ค่าจ้างชั่วคราว | ข,,,,,,2022,"16,456,300",False,
3,2022.3.4.3,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,ค่าตอบแทนพนักงานราชการ,,,,,,2022,"147,915,600",False,
4,2022.3.4.4,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้าน,2022,"14,147,000",False,
5,2022.3.4.5,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินที่กฎหมายกำหนดให้จ่ายควบกับค่าจ้างชั่วคราวที่ปฏิบัติงานในต่างประเทศ,2022,"2,609,800",False,
6,2022.3.4.6,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินช่วยเหลือการศึกษาบุตรของข้าราชการในต่างประเทศ,2022,"954,600",False,
7,2022.3.4.7,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษรายเดือนให้แก่เจ้าหน้าที่ผู้ปฏิบัติงานในพื้นที่จังหวัดชายแดนภาคใต้ ของข้าราชการและลูกจ้างประจำ,2022,"222,000",False,
8,2022.3.4.8,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษรายเดือนให้แก่เจ้าหน้าที่ผู้ปฏิบัติงานในพื้นที่จังหวัดชายแดนภาคใต้ | บ ของพนักงานราชการ,2022,"300,000",False,
9,2022.3.4.9,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสมทบกองทุนประกันสังคม,2022,"4,868,600",False,
10,2022.3.4.10,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสมทบกองทุนเงินทดแทน,2022,"263,000",False,
11,2022.3.4.11,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าประกันสังคมสำหรับลูกจ้างชั่วคราวในต่างประเทศ,2022,"1,736,500",False,
12,2022.3.4.12,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้านของข้าราชการในต่างประเทศ,2021,"28,643,300",True,
13,2022.3.4.13,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้านของข้าราชการในต่างประเทศ,2022,"28,215,400",True,
14,2022.3.4.14,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้านของข้าราชการในต่างประเทศ,2023,"30,090,000",True,
15,2022.3.4.15,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้านของข้าราชการในต่างประเทศ,2024,"30,089,900",True,
16,2022.3.4.16,2022.3.4,18,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้านของข้าราชการในต่างประเทศ,2025,"30,089,900",True,
17,2022.3.4.17,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าอาหารทำการนอกเวลา,2022,"4,672,300",False,
18,2022.3.4.18,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนผู้ปฏิบัติงานให้ทางราชการ ๆ น,2022,"1,124,000",False,
19,2022.3.4.19,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเบียประชุมกรรมการ,2022,"6,376,800",False,
20,2022.3.4.20,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนเหมาจ่ายแทนการจัดหารถประจำตำแหน่ง,2022,"7,207,200",False,
21,2022.3.4.21,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเบียเลี้ยง ส่ ค่าเช่าที่พักและพาหนะ,2022,"26,001,500",False,
22,2022.3.4.22,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมยานพาหนะและขนส่ง,2022,"4,270,000",False,
23,2022.3.4.23,2022.3.4,20,กระทรวงเกษตรและสหกรณ์,สำนักงานปลัดกระทรวงเกษตรและสหกรณ์,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,อำนวยการและบริหารจัดการด้านการเกษตร,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมครุภัณฑ์,2022,"1,750,000",False,
