,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?
2022.3.3(4).17,2022.3.3(4).17,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดฝึกปฏบิตักิารการออกแบบระบบผลติอตัโนมตัแิบบลนีตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1000000.0,False
2022.3.3(4).18,2022.3.3(4).18,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดฝึกปฏบิตักิารเคร(cid:201)ืองมอืวดัละเอียดสมยัใหม่ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1000000.0,False
2022.3.3(4).19,2022.3.3(4).19,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดปฏบิตักิารมาตรฐานระบบอตัโนมตัแิละหนุ่ยนตอ์ุตสาหกรรมตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,2990000.0,False
2022.3.3(4).20,2022.3.3(4).20,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดวดัสภาพพลาสตกิของยางดบิ  ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1500000.0,False
2022.3.3(4).21,2022.3.3(4).21,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดอุปกรณ์แสงเลเซอร์(LIDAR) บนอากาศยานไรค้นขบั  ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1770000.0,False
2022.3.3(4).22,2022.3.3(4).22,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดเคร(cid:201)ืองทาํแหง้ตวัอย่างดว้ยวธิีแช่แขง็  ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1070000.0,False
2022.3.3(4).23,2022.3.3(4).23,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ระบบการจัดการท่าอากาศยานตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,2174000.0,False
2022.3.3(4).24,2022.3.3(4).24,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองวดัความหนดืแบบรวดเร็ว (Rapid Visco Analyzer)ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,3000000.0,False
2022.3.3(4).25,2022.3.3(4).25,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดฝึกปฏบิตักิารเรยีนรูก้ระบวนการออกแบบสร้างวงจรอเิลก็ทรอนกิส์สมยัใหม่แบบฝงัตวับนวสัดคุวามถส(cid:201)ีูงพรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,2000000.0,False
2022.3.3(4).26,2022.3.3(4).26,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดเคร(cid:201)ืองข(cid:202)นึรูปช(cid:202)ินงานแบบอุตสาหกรรมดว้ยระบบ ComputerNumerical Control ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,9997000.0,False
2022.3.3(4).27,2022.3.3(4).27,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดทาํแหง้แบบแช่เยอืกแขง็  พรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,2000000.0,False
2022.3.3(4).28,2022.3.3(4).28,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดเคร(cid:201)ืองมอืสาํหรบัการเรยีนการสอนพ(cid:202)นืฐานทางสรรีวทิยาตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,2460000.0,False
2022.3.3(4).29,2022.3.3(4).29,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดตูอ้บควบคมุความช(cid:202)ืนพรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1700000.0,False
2022.3.3(4).30,2022.3.3(4).30,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองทาํแหง้แบบพน่ฝอยพรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,2000000.0,False
2022.3.3(4).31,2022.3.3(4).31,2022.3.3(4),31,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองเทราเฮิตซส์เปกโตรมเิตอร์พรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,5100000.0,False
2022.3.3(4).32,2022.3.3(4).32,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองสแกนภาพสาํหรบัเทราเฮิรต์ซส์เปกโตรมเิตอร์พรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,3500000.0,False
2022.3.3(4).33,2022.3.3(4).33,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดฝึกปฏบิตักิารการควบคมุระบบการผลติสมยัใหม่ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1000000.0,False
2022.3.3(4).34,2022.3.3(4).34,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองกาํเนดิไฟฟ้าตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,1210000.0,False
2022.3.3(4).35,2022.3.3(4).35,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,ชุดฝึกปฏบิตักิารระบบการเก็บขอ้มลูทางอเิลก็ทรอนกิส์เพอ(cid:201)ืการบริหารจัดการหว่งโซ่การผลติ  4.0 ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 ชุด,2022,1000000.0,False
2022.3.3(4).36,2022.3.3(4).36,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองสาํรวจประมวลผลอตัโนมตัแิบบ 3D Laser Scannerพรอ้มอุปกรณ์ประกอบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,2500000.0,False
2022.3.3(4).37,2022.3.3(4).37,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองทดสอบแบบ Servo Controlled Superpave GyratoryCompactor ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,3650000.0,False
2022.3.3(4).38,2022.3.3(4).38,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองบดหยาบตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,1980000.0,False
2022.3.3(4).39,2022.3.3(4).39,2022.3.3(4),32,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,มหาวิทยาลยัเทคโนโลยีสรุนารี,False,แผนงานพ(cid:202)นืฐานด้านการพัฒนาและเสรมิสร้างศกัยภาพทรพัยากรมนุษย์,201) ี1 :  ผูส้าํเรจ็การศึกษาด้านวิทยาศาสตรแ์ละเทคโนโลยี,,,,,,,,เคร(cid:201)ืองวเิคราะหแ์ละตดิตามการเปลย(cid:201)ีนแปลงการตกผลกึและปฏกิิรยิาเคมทีด(cid:201)ีาํเนนิไปแบบเคลอ(cid:201)ืนย้ายได้ตาํบลสุรนารีอาํเภอเมอืงนครราชสมีาจงัหวดันครราชสมีา 1 เคร(cid:201)ือง,2022,3800000.0,False
