,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?
2022.3.3(1).10,2022.3.3(1).10,2022.3.3(1),41,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานบุคลากรภาครัฐ,,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายดาํเนนิงาน,2022,39035400.0,False
2022.3.3(1).11,2022.3.3(1).11,2022.3.3(1),44,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี1 :  การถ่ายทอดเทคโนโลยี,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืการพัฒนาและถ่ายทอดเทคโนโลยกีารสร้างเคร(cid:201)ืองจกัรเคร(cid:201)ืองมอื  และอุปกรณ์เพอ(cid:201)ืเพม(cid:201)ิขดีความสามารถของภาคการผลติและบริการ,2022,7500000.0,False
2022.3.3(1).12,2022.3.3(1).12,2022.3.3(1),44,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี1 :  การถ่ายทอดเทคโนโลยี,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายในการนาํวทิยาศาสตร์เทคโนโลยีและนวตักรรมเพอ(cid:201)ืเพม(cid:201)ิศกัยภาพการผลติและเศรษฐกิจชุมชน,2022,5000000.0,False
2022.3.3(1).13,2022.3.3(1).13,2022.3.3(1),44,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี1 :  การถ่ายทอดเทคโนโลยี,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,เงินอุดหนุนเพอ(cid:201)ืการส่งเสรมิการนาํวทิยาศาสตร์เทคโนโลยีและนวตักรรมเพอ(cid:201)ืเพม(cid:201)ิศกัยภาพการผลติและเศรษฐกิจชุมชน,2022,38500000.0,False
2022.3.3(1).14,2022.3.3(1).14,2022.3.3(1),44,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี1 :  การถ่ายทอดเทคโนโลยี,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,เงินอุดหนุนเพอ(cid:201)ืการพัฒนาและถ่ายทอดเทคโนโลยกีารสร้างเคร(cid:201)ืองจกัรเคร(cid:201)ืองมอื  และอุปกรณ์เพอ(cid:201)ืเพม(cid:201)ิขดีความสามารถของภาคการผลติและบริการ,2022,39000000.0,False
2022.3.3(1).15,2022.3.3(1).15,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืการจดังานเทดิพระเกียรตพิระบดิาแหง่เทคโนโลยขีองไทยและงานวนัเทคโนโลยขีองไทย,2022,10131500.0,False
2022.3.3(1).16,2022.3.3(1).16,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืจดังานสปัดาหว์ทิยาศาสตรแ์หง่ชาติ,2022,1296500.0,False
2022.3.3(1).17,2022.3.3(1).17,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืสร้างความรูแ้ละความตระหนกัด้านวทิยาศาสตร์และเทคโนโลยี,2022,3572000.0,False
2022.3.3(1).18,2022.3.3(1).18,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบลงทุน,ค่าครุภณัฑ์ท(cid:201)ดีินและส(cid:201)ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑ์โฆษณาและเผยแพร่,,,ครุภณัฑ์โฆษณาและเผยแพร่ทม(cid:201)ีรีาคาต่อหน่วยตาํ(cid:201)กว่า  1 ล้านบาทรวม 1 รายการ (รวม 1 หน่วย),2022,246600.0,False
2022.3.3(1).19,2022.3.3(1).19,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,เงินอุดหนุนการดาํเนนิงานของสมาคมวชิาการและวชิาชีพด้านวทิยาศาสตร์และเทคโนโลยี,2022,3000000.0,False
2022.3.3(1).20,2022.3.3(1).20,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,เงินอุดหนุนสมาคมวทิยาศาสตรแ์หง่ประเทศไทยในพระบรมราชูปถมัภ์,2022,200000.0,False
2022.3.3(1).21,2022.3.3(1).21,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,เงินอุดหนุนสถาบนัการศกึษาในภมูภิาคและสมาคมวทิยาศาสตร์แหง่ประเทศไทยฯเพอ(cid:201)ืจดังานสปัดาหว์ทิยาศาสตรแ์หง่ชาติ,2022,6000000.0,False
2022.3.3(1).22,2022.3.3(1).22,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบรายจ่ายอ(cid:201)ืน,,,,,,ค่าใช้จ่ายเพอ(cid:201)ืพัฒนาศูนยค์วามรูด้้านวทิยาศาสตรแ์ละเทคโนโลยี(STKC),2022,4000000.0,False
2022.3.3(1).23,2022.3.3(1).23,2022.3.3(1),47,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,"201) ี2 :  การใหบ้รกิารเผยแพรค่วามรูด้้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม                         33,446,600บาทวตัถปุระสงค์",,งบรายจ่ายอ(cid:201)ืน,,,,,,ค่าใช้จ่ายเพอ(cid:201)ืจดัทาํองคค์วามรูด้้านวทิยาศาสตร์เทคโนโลยีและนวตักรรมในรูปแบบดจิทิลั,2022,5000000.0,False
2022.3.3(1).24,2022.3.3(1).24,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าอาหารทาํการนอกเวลา,2022,794600.0,False
2022.3.3(1).25,2022.3.3(1).25,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนผูป้ฏบิตังิานใหร้าชการ,2022,45900.0,False
2022.3.3(1).26,2022.3.3(1).26,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าเบ(cid:202)ยีประชุมกรรมการ,2022,441200.0,False
2022.3.3(1).27,2022.3.3(1).27,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่ารกัษาพยาบาลในต่างประเทศ,2022,844000.0,False
2022.3.3(1).28,2022.3.3(1).28,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าวทิยากรและล่าม,2022,134000.0,False
2022.3.3(1).29,2022.3.3(1).29,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนเหมาจ่ายแทนการจดัหารถประจาํตาํแหน่ง,2022,2323200.0,False
2022.3.3(1).30,2022.3.3(1).30,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าเบ(cid:202)ยีเล(cid:202)ยีงค่าเช่าทพ(cid:201)ีกัและค่าพาหนะ,2022,1544800.0,False
2022.3.3(1).31,2022.3.3(1).31,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมยานพาหนะและขนส่ง,2022,414000.0,False
2022.3.3(1).32,2022.3.3(1).32,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมครุภณัฑ์,2022,530800.0,False
2022.3.3(1).33,2022.3.3(1).33,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าจ้างเหมาบริการ,2022,10335500.0,False
2022.3.3(1).34,2022.3.3(1).34,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่ารบัรองและพธิีการ,2022,18000.0,False
2022.3.3(1).35,2022.3.3(1).35,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าภาษแีละค่าธรรมเนยีม,2022,47200.0,False
2022.3.3(1).36,2022.3.3(1).36,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,การตรวจราชการแบบบูรณาการเพอ(cid:201)ืมงุ่ผลสมัฤทธ(cid:205)ิตามนโยบายของรฐับาล,2022,256500.0,False
2022.3.3(1).37,2022.3.3(1).37,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืพัฒนาระบบบริหารราชการภายใตก้ารบริหารจัดการบ้านเมอืงทด(cid:201)ีี,2022,1986400.0,False
2022.3.3(1).38,2022.3.3(1).38,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายเพอ(cid:201)ืจดัทาํแผนและตดิตามประเมนิผลการปฏบิตัริาชการ,2022,1307500.0,False
2022.3.3(1).39,2022.3.3(1).39,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายในการสมัมนาและฝึกอบรม,2022,59200.0,False
2022.3.3(1).40,2022.3.3(1).40,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าเบ(cid:202)ยีประกนัภยัในต่างประเทศ,2022,198000.0,False
2022.3.3(1).41,2022.3.3(1).41,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าขนย้าย (กลบั ),2022,475200.0,False
2022.3.3(1).42,2022.3.3(1).42,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าขนย้าย (เพอ(cid:201)ืไปประจาํการ),2022,792000.0,False
2022.3.3(1).43,2022.3.3(1).43,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,วสัดสุาํนกังาน,2022,1052900.0,False
2022.3.3(1).44,2022.3.3(1).44,2022.3.3(1),49,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานปลดักระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยั  และนวตักรรม,False,แผนงานพ(cid:202)นืฐานด้านการสร้างความสามารถในการแข่งขัน,201) ี3 :  ขอ้เสนอแนะด้านนโยบายและแผน,,งบดาํเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,วสัดเุช(cid:202)ือเพลงิและหล่อลน(cid:201)ื,2022,225000.0,False
