,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?
2022.3.4.22,2022.3.4.22,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑย์านพาหนะและขนส่ง,,,"รถบรรทกุ  (ดเีซล) ขนาด 1 ตนั  ปรมิาตรกระบอกสูบไมต่่ากว่า  2,400 ซซี  ีหรอืกาลงัเคร่ืองยนตส์ูงสุดไมต่่ากว่า  110 กิโลวตัต์ขบัเคลอื่น 4 ลอ้แบบดบัเบ้ลิแคบ็  พรอ้มหลงัคาไฟเบอรก์ลาสหรอืเหลก็  ตาบลเมอืงพานอาเภอพานจงัหวดัเชียงราย 1 คนั",2022,1057400.0,False
2022.3.4.23,2022.3.4.23,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑย์านพาหนะและขนส่ง,,,"รถโดยสารขนาด 12 ที่นั่ง (ดเีซล) ปรมิาตรกระบอกสูบไมต่่ากว่า  2,400 ซซีีหรอืกาลงัเคร่ืองยนตส์ูงสุดไมต่่ากว่า  90 กิโลวตัต์ตาบลเมอืงพานอาเภอพานจงัหวดัเชียงราย 1 คนั",2022,1358000.0,False
2022.3.4.24,2022.3.4.24,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑย์านพาหนะและขนส่ง,,,"รถบรรทกุ  (ดเีซล) ขนาด 1 ตนั  ปรมิาตรกระบอกสูบไมต่่ากว่า  2,400 ซซี  ีหรอืกาลงัเคร่ืองยนตส์ูงสุดไมต่่ากว่า  110 กิโลวตัต์ขบัเคลอื่น 4 ลอ้แบบดบัเบ้ลิแคบ็  พรอ้มหลงัคาไฟเบอรก์ลาสหรอืเหลก็  ตาบลมะขามหลวงอาเภอสนัป่าตองจงัหวดัเชียงใหม่1 คนั",2022,1124400.0,False
2022.3.4.25,2022.3.4.25,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑย์านพาหนะและขนส่ง,,,"รถบรรทกุ  (ดเีซล) ขนาด 1 ตนั  ปรมิาตรกระบอกสูบไมต่่ากว่า  2,400 ซซี  ีหรอืกาลงัเคร่ืองยนตส์ูงสุดไมต่่ากว่า  110 กิโลวตัต์ขบัเคลอื่น 4 ลอ้แบบดบัเบ้ลิแคบ็  พรอ้มหลงัคาไฟเบอรก์ลาสหรอืเหลก็  ตาบลแมค่ามีอาเภอเมอืงแพร่จงัหวดัแพร่ 1 คนั",2022,1057400.0,False
2022.3.4.26,2022.3.4.26,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑย์านพาหนะและขนส่ง,,,"รถโดยสารขนาด 12 ที่นั่ง (ดเีซล) ปรมิาตรกระบอกสูบไมต่่ากว่า2,400 ซซี  ีหรอืกาลงัเคร่ืองยนตส์ูงสุดไมต่่ากว่า  90 กิโลวตัต์ตาบลสบป่องอาเภอปางมะผ้าจงัหวดัแมฮ่่องสอน 1 คนั",2022,1358000.0,False
2022.3.4.27,2022.3.4.27,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑง์านบ้านงานครวั,,,ครุภณัฑง์านบ้านงานครวัทม่ีรีาคาต่อหน่วยต่ากว่า  1 ล้านบาท,2022,76000.0,False
2022.3.4.28,2022.3.4.28,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑก์ารเกษตร,,,ครุภณัฑก์ารเกษตรทม่ีรีาคาต่อหน่วยต่ากว่า  1 ล้านบาท,2022,1610600.0,False
2022.3.4.29,2022.3.4.29,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑ์โรงงาน,,,ครุภณัฑ์โรงงานทม่ีรีาคาต่อหน่วยต่ากว่า  1 ล้านบาท,2022,51000.0,False
2022.3.4.30,2022.3.4.30,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑว์ทิยาศาสตร์,,,ครุภณัฑว์ทิยาศาสตรท์ม่ีรีาคาต่อหน่วยต่ากว่า  1 ล้านบาท,2022,12274500.0,False
2022.3.4.31,2022.3.4.31,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑว์ทิยาศาสตร์,,,เคร่ืองวเิคราะหห์าปรมิาณไนโตรเจน/โปรตนี  ตาบลรงัสติ  อาเภอธญับรุ  ีจงัหวดัปทมุธานี 1 เคร่ือง,2022,2675000.0,False
2022.3.4.32,2022.3.4.32,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑว์ทิยาศาสตร์,,,เคร่ืองวเิคราะหห์าชนดิและปรมิาณสารดว้ยเทคนคิของเหลวแรงดนัสูง(HPLC) พรอ้มอุปกรณ์ตาบลวงัทองอาเภอวงัทองจงัหวดัพษิณุโลก 1 เคร่ือง,2022,4200000.0,False
2022.3.4.33,2022.3.4.33,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑว์ทิยาศาสตร์,,,เคร่ืองวเิคราะหป์รมิาณโปรตนีและไนโตรเจนโดยวธิีการเผาไหม้ตาบลวงัทองอาเภอวงัทองจงัหวดัพษิณุโลก 1 เคร่ือง,2022,2675000.0,False
2022.3.4.34,2022.3.4.34,2022.3.4,43,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าครุภณัฑ์,ครุภณัฑว์ทิยาศาสตร์,,,เคร่ืองวดัความหนดืแบบรวดเร็ว (Rapid Visco Analyser) ตาบลแมค่ามีอาเภอเมอืงแพร่จงัหวดัแพร่ 1 เคร่ือง,2022,2461000.0,False
2022.3.4.35,2022.3.4.35,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างอาคารทพ่ีกัอาศยัและสง่ิก่อสร้างประกอบ,,,ค่าก่อสร้างอาคารทพ่ีกัอาศยัและสง่ิก่อสร้างประกอบทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาทรวม 1 รายการ (รวม 1 หน่วย),2022,2406000.0,False
2022.3.4.36,2022.3.4.36,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างอาคารทท่ีาการและสง่ิก่อสร้างประกอบ,,,ค่าก่อสร้างอาคารทท่ีาการและสง่ิก่อสร้างประกอบทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาทรวม 1 รายการ (รวม 1 หน่วย),2022,4739000.0,False
2022.3.4.37,2022.3.4.37,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างระบบสาธารณูปโภค,,,ค่าก่อสร้างระบบสาธารณูปโภคทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,4969000.0,False
2022.3.4.38,2022.3.4.38,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างแหล่งน้า,,,ค่าก่อสร้างแหล่งน้าทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,732900.0,False
2022.3.4.39,2022.3.4.39,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างทางและสะพาน,,,ค่าก่อสร้างทางและสะพานทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,3727200.0,False
2022.3.4.40,2022.3.4.40,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าปรบัปรุงสง่ิก่อสร้างอื่น,,,ค่าปรบัปรุงสง่ิก่อสร้างอื่นทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,1937000.0,False
2022.3.4.41,2022.3.4.41,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าปรบัปรุงอาคารทท่ีาการและสง่ิก่อสร้างประกอบ,,,ค่าปรบัปรุงอาคารทท่ีาการและสง่ิก่อสร้างประกอบทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาทรวม 2 รายการ (รวม 2 หน่วย),2022,745000.0,False
2022.3.4.42,2022.3.4.42,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าปรบัปรุงอาคารทพ่ีกัอาศยัและสง่ิก่อสร้างประกอบ,,,ค่าปรบัปรุงอาคารทพ่ีกัอาศยัและสง่ิก่อสร้างประกอบทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาทรวม 10 รายการ (รวม 25 หน่วย),2022,10307000.0,False
2022.3.4.43,2022.3.4.43,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าปรบัปรุงทางและสะพาน,,,ค่าปรบัปรุงทางและสะพานทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,13429000.0,False
2022.3.4.44,2022.3.4.44,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าปรบัปรุงระบบสาธารณูปโภค,,,ค่าปรบัปรุงระบบสาธารณูปโภคทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,1724800.0,False
2022.3.4.45,2022.3.4.45,2022.3.4,44,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การเพ่มิศกัยภาพการวิจยัและพัฒนาข้าว,,งบลงทุน,ค่าครุภณัฑ์ท่ดีินและส่ิงก่อสร้าง,ค่าท่ดีินและส่ิงก่อสร้าง,ค่าก่อสร้างอื่นๆ,,,ค่าก่อสร้างอื่นๆทม่ีรีาคาต่อหน่วยต่ากว่า  10 ล้านบาท,2022,4601000.0,False
2022.3.4.46,2022.3.4.46,2022.3.4,46,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การผลติสนิค้าข้าวไดร้บัการสง่เสรมิและพัฒนา,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าอาหารทาการนอกเวลา,2022,3633700.0,False
2022.3.4.47,2022.3.4.47,2022.3.4,46,กระทรวงเกษตรและสหกรณ์,กรมการข้าว,False,แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน,การผลติสนิค้าข้าวไดร้บัการสง่เสรมิและพัฒนา,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนเหมาจ่ายแทนการจดัหารถประจาตาแหน่ง,2022,991200.0,False
