,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?
2022.3.3(5).10,2022.3.3(5).10,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยท์รพัยากรคอมพวิเตอรเ์พอ(cid:201)ืการคาํนวณขนั(cid:202) สูงตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,14472000.0,False
2022.3.3(5).11,2022.3.3(5).11,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑส์ถาบนัเทคโนโลยแีละสารสนเทศเพอ(cid:201)ืการพัฒนาทย(cid:201)ีงั(cid:201)ยนืตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,3786000.0,False
2022.3.3(5).12,2022.3.3(5).12,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยเ์ทคโนโลยไีมโครอเิลก็ทรอนกิส์ตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,14500000.0,False
2022.3.3(5).13,2022.3.3(5).13,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑด์้านวศิวกรรมงานคดิคน้และประดษิฐช์ (cid:202)ินงานตน้แบบเพอ(cid:201)ืการทดลองตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี1 ระบบ,2022,200039000.0,False
2022.3.3(5).14,2022.3.3(5).14,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑห์น่วยทดสอบคณุประโยชนแ์ละความปลอดภยัของผลติภณัฑท์างการเกษตรสาํหรบัอุตสาหกรรมอาหารและสมนุไพรไทยตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,14829000.0,False
2022.3.3(5).15,2022.3.3(5).15,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑว์เิคราะหท์ดสอบกญัชงกญัชาสารสกดัสาํคญัจากกญัชงและกญัชาเพอ(cid:201)ืใชใ้นการรกัษาทางการแพทย์ตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,95560000.0,False
2022.3.3(5).16,2022.3.3(5).16,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยพ์นัธุวศิวกรรมและเทคโนโลยชีีวภาพแหง่ชาติตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,58161700.0,False
2022.3.3(5).17,2022.3.3(5).17,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยเ์ทคโนโลยีโลหะและวสัดแุหง่ชาติตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,76014000.0,False
2022.3.3(5).18,2022.3.3(5).18,2022.3.3(5),34,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยเ์ทคโนโลยอีเิลก็ทรอนกิสแ์ละคอมพวิเตอรแ์หง่ชาติตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,38701000.0,False
2022.3.3(5).19,2022.3.3(5).19,2022.3.3(5),35,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยน์าโนเทคโนโลยแีหง่ชาติตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,57746300.0,False
2022.3.3(5).20,2022.3.3(5).20,2022.3.3(5),35,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,ค่าครุภณัฑ์,,,,ระบบครุภณัฑศ์ูนยเ์ทคโนโลยพีลงังานแหง่ชาติตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 ระบบ,2022,29377000.0,False
2022.3.3(5).21,2022.3.3(5).21,2022.3.3(5),35,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,งบเงินอุดหนุน,เงินอุดหนุนเฉพาะกิจ,,,,,ค่าทด(cid:201)ีนิ /สง(cid:201)ิก่อสร้าง,2022,21776000.0,False
2022.3.3(5).22,2022.3.3(5).22,2022.3.3(5),35,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 2 :  โครงสร้างพ(cid:202)ืนฐานด้านวิทยาศาสตร์เทคโนโลยีและนวตักรรม,,,,,,,,ค่าปรบัปรุงพ(cid:202)นืทห(cid:201)ีอ้งปฏบิตักิารทดสอบคณุประโยชนแ์ละความปลอดภยัของผลติภณัฑท์างการเกษตรสาํหรบัอุตสาหกรรมอาหารและสมนุไพรไทยตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 แหง่,2022,21776000.0,False
2022.3.3(5).23,2022.3.3(5).23,2022.3.3(5),37,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 3 :  สง่เสริมการถ่ายทอดเทคโนโลยี,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายดาํเนนิงาน,2022,19000000.0,False
2022.3.3(5).24,2022.3.3(5).24,2022.3.3(5),37,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 3 :  สง่เสริมการถ่ายทอดเทคโนโลยี,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการพัฒนาตน้แบบนวตักรรมตามความตอ้งการของภาครัฐ5 ตน้แบบ,2022,40000000.0,False
2022.3.3(5).25,2022.3.3(5).25,2022.3.3(5),37,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 3 :  สง่เสริมการถ่ายทอดเทคโนโลยี,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการลงทุนในธุรกิจเทคโนโลยีตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 5 บรษิทั,2022,144000000.0,False
2022.3.3(5).26,2022.3.3(5).26,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการยกระดบัรายไดแ้ละความเป็นอยูข่องเกษตรกรผูป้ลูกข้าวเหนยีวดว้ยเกษตรสมยัใหมบ่นเสน้ทางสายวฒันธรรมลมุ่นาํ(cid:202)โขงตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,65600000.0,False
2022.3.3(5).27,2022.3.3(5).27,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการยกระดบัอาสาสมคัรเกษตรหมบู่้านและ Young smartfarmers ตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,11873300.0,False
2022.3.3(5).28,2022.3.3(5).28,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการส่งเสรมิเศรษฐกิจฐานรากจากความหลากหลายทางชีวภาพสู่ความมงั(cid:201)คงั(cid:201) มนั(cid:201) คงและยงั(cid:201)ยนื  ตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,64000000.0,False
2022.3.3(5).29,2022.3.3(5).29,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการยกระดบัอุตสาหกรรมเคร(cid:201)ืองมอืแพทยไ์ทยตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,70000000.0,False
2022.3.3(5).30,2022.3.3(5).30,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการดาํเนนิกิจกรรม Smart Micro Grid ตาํบลคลองหน(cid:201)งึอาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,65000000.0,False
2022.3.3(5).31,2022.3.3(5).31,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการสร้างแพลตฟอรม์การผลติอาหารฟงักช์นั(cid:201) และ Functionalingredients ในระดบัอุตสาหกรรมตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,62400000.0,False
2022.3.3(5).32,2022.3.3(5).32,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการผลติยาต้านไวรสั  ตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,72000000.0,False
2022.3.3(5).33,2022.3.3(5).33,2022.3.3(5),39,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,False,แผนงานยุทธศาสตรเ์พ(cid:201)ือสนับสนุนด้านการสร้างความสามารถในการแข่งขัน,201)ี 4 :  การขบัเคล(cid:201)อืนประเทศไทยดว้ยโมเดลเศรษฐกิจ,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายในการขยายผลโครงการ Green Industry (GI) เพอ(cid:201)ืยกระดบัผูป้ระกอบการกลมุ่อุตสาหกรรมอาหารและอุตสาหกรรมทเ(cid:201)ีกย(cid:201)ีวขอ้งตาํบลคลองหน(cid:201)งึ  อาํเภอคลองหลวงจงัหวดัปทมุธานี 1 งาน,2022,16000000.0,False
2022.3.3(5).34,2022.3.3(5).34,2022.3.3(5),41,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,True,แผนงานบูรณาการพัฒนาอตุสาหกรรมและบริการแหง่อนาคต,201)ี 1 :  โครงการเมืองนวตักรรมอาหาร (Food Innopolis) และการพัฒนานักรบอตุสาหกรรมอาหารพนัธุใ์หม่,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายดาํเนนิงาน,2022,55669000.0,False
2022.3.3(5).35,2022.3.3(5).35,2022.3.3(5),43,กระทรวงการอดุมศึกษาวิทยาศาสตร์วิจยัและนวตักรรม,สาํนักงานพัฒนาวิทยาศาสตรแ์ละเทคโนโลยีแห่งชาติ,True,แผนงานบูรณาการพัฒนาอตุสาหกรรมและบริการแหง่อนาคต,201)ี 2 :  โครงการพัฒนาโครงสร้างพ(cid:202)ืนฐานด้านคุณภาพและการตรวจสอบทางการแพทย์,,งบเงินอุดหนุน,เงินอุดหนุนทวั(cid:201)ไป,,,,,ค่าใช้จ่ายดาํเนนิงาน,2022,6000000.0,False
